Season;date;N;N7;age;flu_pick
2018-2019;2019-08-16;30;118;Older than 64;
2018-2019;2019-08-17;21;339;Total;
2018-2019;2019-08-17;0;80;Younger than 15;
2018-2019;2019-08-17;11;137;Between 15 and 64;
2018-2019;2019-08-17;10;122;Older than 64;
2018-2019;2019-08-18;20;338;Total;
2018-2019;2019-08-18;2;81;Younger than 15;
2018-2019;2019-08-18;10;139;Between 15 and 64;
2018-2019;2019-08-18;8;118;Older than 64;
2018-2019;2019-08-19;95;341;Total;
2018-2019;2019-08-19;19;77;Younger than 15;
2018-2019;2019-08-19;43;140;Between 15 and 64;
2018-2019;2019-08-19;33;124;Older than 64;
2018-2019;2019-08-20;69;353;Total;
2018-2019;2019-08-20;26;85;Younger than 15;
2018-2019;2019-08-20;17;136;Between 15 and 64;
2018-2019;2019-08-20;26;132;Older than 64;
2018-2019;2019-08-21;64;359;Total;
2018-2019;2019-08-21;15;85;Younger than 15;
2018-2019;2019-08-21;23;138;Between 15 and 64;
2018-2019;2019-08-21;26;136;Older than 64;
2018-2019;2019-08-22;78;423;Total;
2018-2019;2019-08-22;21;105;Younger than 15;
2018-2019;2019-08-22;30;158;Between 15 and 64;
2018-2019;2019-08-22;27;160;Older than 64;
2018-2019;2019-08-23;48;395;Total;
2018-2019;2019-08-23;13;96;Younger than 15;
2018-2019;2019-08-23;20;154;Between 15 and 64;
2018-2019;2019-08-23;15;145;Older than 64;
2018-2019;2019-08-24;14;388;Total;
2018-2019;2019-08-24;1;97;Younger than 15;
2018-2019;2019-08-24;8;151;Between 15 and 64;
2018-2019;2019-08-24;5;140;Older than 64;
2018-2019;2019-08-25;16;384;Total;
2018-2019;2019-08-25;2;97;Younger than 15;
2018-2019;2019-08-25;8;149;Between 15 and 64;
2018-2019;2019-08-25;6;138;Older than 64;
2018-2019;2019-08-26;93;382;Total;
2018-2019;2019-08-26;16;94;Younger than 15;
2018-2019;2019-08-26;43;149;Between 15 and 64;
2018-2019;2019-08-26;34;139;Older than 64;
2018-2019;2019-08-27;76;389;Total;
2018-2019;2019-08-27;14;82;Younger than 15;
2018-2019;2019-08-27;28;160;Between 15 and 64;
2018-2019;2019-08-27;34;147;Older than 64;
2018-2019;2019-08-28;85;410;Total;
2018-2019;2019-08-28;18;85;Younger than 15;
2018-2019;2019-08-28;33;170;Between 15 and 64;
2018-2019;2019-08-28;34;155;Older than 64;
2018-2019;2019-08-29;55;387;Total;
2018-2019;2019-08-29;8;72;Younger than 15;
2018-2019;2019-08-29;22;162;Between 15 and 64;
2018-2019;2019-08-29;25;153;Older than 64;
2018-2019;2019-08-30;56;395;Total;
2018-2019;2019-08-30;13;72;Younger than 15;
2018-2019;2019-08-30;24;166;Between 15 and 64;
2018-2019;2019-08-30;19;157;Older than 64;
2018-2019;2019-08-31;10;391;Total;
2018-2019;2019-08-31;0;71;Younger than 15;
2018-2019;2019-08-31;7;165;Between 15 and 64;
2018-2019;2019-08-31;3;155;Older than 64;
2019-2020;2019-09-01;20;395;Total;
2019-2020;2019-09-01;2;71;Younger than 15;
2019-2020;2019-09-01;11;168;Between 15 and 64;
2019-2020;2019-09-01;7;156;Older than 64;
2019-2020;2019-09-02;118;420;Total;
2019-2020;2019-09-02;23;78;Younger than 15;
2019-2020;2019-09-02;57;182;Between 15 and 64;
2019-2020;2019-09-02;38;160;Older than 64;
2019-2020;2019-09-03;77;421;Total;
2019-2020;2019-09-03;14;78;Younger than 15;
2019-2020;2019-09-03;37;191;Between 15 and 64;
2019-2020;2019-09-03;26;152;Older than 64;
2019-2020;2019-09-04;66;402;Total;
2019-2020;2019-09-04;9;69;Younger than 15;
2019-2020;2019-09-04;33;191;Between 15 and 64;
2019-2020;2019-09-04;24;142;Older than 64;
2019-2020;2019-09-05;65;412;Total;
2019-2020;2019-09-05;9;70;Younger than 15;
2019-2020;2019-09-05;36;205;Between 15 and 64;
2019-2020;2019-09-05;20;137;Older than 64;
2019-2020;2019-09-06;80;436;Total;
2019-2020;2019-09-06;16;73;Younger than 15;
2019-2020;2019-09-06;32;213;Between 15 and 64;
2019-2020;2019-09-06;32;150;Older than 64;
2019-2020;2019-09-07;8;434;Total;
2019-2020;2019-09-07;0;73;Younger than 15;
2019-2020;2019-09-07;3;209;Between 15 and 64;
2019-2020;2019-09-07;5;152;Older than 64;
2019-2020;2019-09-08;23;437;Total;
2019-2020;2019-09-08;0;71;Younger than 15;
2019-2020;2019-09-08;15;213;Between 15 and 64;
2019-2020;2019-09-08;8;153;Older than 64;
2019-2020;2019-09-09;84;403;Total;
2019-2020;2019-09-09;13;61;Younger than 15;
2019-2020;2019-09-09;45;201;Between 15 and 64;
2019-2020;2019-09-09;26;141;Older than 64;
2019-2020;2019-09-10;64;390;Total;
2019-2020;2019-09-10;11;58;Younger than 15;
2019-2020;2019-09-10;34;198;Between 15 and 64;
2019-2020;2019-09-10;19;134;Older than 64;
2019-2020;2019-09-11;16;340;Total;
2019-2020;2019-09-11;1;50;Younger than 15;
2019-2020;2019-09-11;10;175;Between 15 and 64;
2019-2020;2019-09-11;5;115;Older than 64;
2019-2020;2019-09-12;90;365;Total;
2019-2020;2019-09-12;5;46;Younger than 15;
2019-2020;2019-09-12;50;189;Between 15 and 64;
2019-2020;2019-09-12;35;130;Older than 64;
2019-2020;2019-09-13;65;350;Total;
2019-2020;2019-09-13;12;42;Younger than 15;
2019-2020;2019-09-13;22;179;Between 15 and 64;
2019-2020;2019-09-13;31;129;Older than 64;
2019-2020;2019-09-14;19;361;Total;
2019-2020;2019-09-14;0;42;Younger than 15;
2019-2020;2019-09-14;9;185;Between 15 and 64;
2019-2020;2019-09-14;10;134;Older than 64;
2019-2020;2019-09-15;10;348;Total;
2019-2020;2019-09-15;0;42;Younger than 15;
2019-2020;2019-09-15;4;174;Between 15 and 64;
2019-2020;2019-09-15;6;132;Older than 64;
2019-2020;2019-09-16;104;368;Total;
2019-2020;2019-09-16;9;38;Younger than 15;
2019-2020;2019-09-16;53;182;Between 15 and 64;
2019-2020;2019-09-16;42;148;Older than 64;
2019-2020;2019-09-17;82;386;Total;
2019-2020;2019-09-17;11;38;Younger than 15;
2019-2020;2019-09-17;29;177;Between 15 and 64;
2019-2020;2019-09-17;42;171;Older than 64;
2019-2020;2019-09-18;59;429;Total;
2019-2020;2019-09-18;10;47;Younger than 15;
2019-2020;2019-09-18;30;197;Between 15 and 64;
2019-2020;2019-09-18;19;185;Older than 64;
2019-2020;2019-09-19;78;417;Total;
2019-2020;2019-09-19;16;58;Younger than 15;
2019-2020;2019-09-19;33;180;Between 15 and 64;
2019-2020;2019-09-19;29;179;Older than 64;
2019-2020;2019-09-20;89;441;Total;
2019-2020;2019-09-20;19;65;Younger than 15;
2019-2020;2019-09-20;30;188;Between 15 and 64;
2019-2020;2019-09-20;40;188;Older than 64;
2019-2020;2019-09-21;20;442;Total;
2019-2020;2019-09-21;1;66;Younger than 15;
2019-2020;2019-09-21;9;188;Between 15 and 64;
2019-2020;2019-09-21;10;188;Older than 64;
2019-2020;2019-09-22;14;446;Total;
2019-2020;2019-09-22;1;67;Younger than 15;
2019-2020;2019-09-22;4;188;Between 15 and 64;
2019-2020;2019-09-22;9;191;Older than 64;
2019-2020;2019-09-23;94;436;Total;
2019-2020;2019-09-23;27;85;Younger than 15;
2019-2020;2019-09-23;35;170;Between 15 and 64;
2019-2020;2019-09-23;32;181;Older than 64;
2019-2020;2019-09-24;68;422;Total;
2019-2020;2019-09-24;11;85;Younger than 15;
2019-2020;2019-09-24;32;173;Between 15 and 64;
2019-2020;2019-09-24;25;164;Older than 64;
2019-2020;2019-09-25;89;452;Total;
2019-2020;2019-09-25;25;100;Younger than 15;
2019-2020;2019-09-25;37;180;Between 15 and 64;
2019-2020;2019-09-25;27;172;Older than 64;
2019-2020;2019-09-26;76;450;Total;
2019-2020;2019-09-26;18;102;Younger than 15;
2019-2020;2019-09-26;28;175;Between 15 and 64;
2019-2020;2019-09-26;30;173;Older than 64;
2019-2020;2019-09-27;77;438;Total;
2019-2020;2019-09-27;22;105;Younger than 15;
2019-2020;2019-09-27;26;171;Between 15 and 64;
2019-2020;2019-09-27;29;162;Older than 64;
2019-2020;2019-09-28;19;437;Total;
2019-2020;2019-09-28;3;107;Younger than 15;
2019-2020;2019-09-28;10;172;Between 15 and 64;
2019-2020;2019-09-28;6;158;Older than 64;
2019-2020;2019-09-29;17;440;Total;
2019-2020;2019-09-29;5;111;Younger than 15;
2019-2020;2019-09-29;8;176;Between 15 and 64;
2019-2020;2019-09-29;4;153;Older than 64;
2019-2020;2019-09-30;106;452;Total;
2019-2020;2019-09-30;29;113;Younger than 15;
2019-2020;2019-09-30;46;187;Between 15 and 64;
2019-2020;2019-09-30;31;152;Older than 64;
2019-2020;2019-10-01;115;499;Total;
2019-2020;2019-10-01;26;128;Younger than 15;
2019-2020;2019-10-01;44;199;Between 15 and 64;
2019-2020;2019-10-01;45;172;Older than 64;
2019-2020;2019-10-02;99;509;Total;
2019-2020;2019-10-02;26;129;Younger than 15;
2019-2020;2019-10-02;37;199;Between 15 and 64;
2019-2020;2019-10-02;36;181;Older than 64;
2019-2020;2019-10-03;101;534;Total;
2019-2020;2019-10-03;30;141;Younger than 15;
2019-2020;2019-10-03;42;213;Between 15 and 64;
2019-2020;2019-10-03;29;180;Older than 64;
2019-2020;2019-10-04;96;553;Total;
2019-2020;2019-10-04;30;149;Younger than 15;
2019-2020;2019-10-04;30;217;Between 15 and 64;
2019-2020;2019-10-04;36;187;Older than 64;
2019-2020;2019-10-05;16;550;Total;
2019-2020;2019-10-05;4;150;Younger than 15;
2019-2020;2019-10-05;4;211;Between 15 and 64;
2019-2020;2019-10-05;8;189;Older than 64;
2019-2020;2019-10-06;26;559;Total;
2019-2020;2019-10-06;2;147;Younger than 15;
2019-2020;2019-10-06;12;215;Between 15 and 64;
2019-2020;2019-10-06;12;197;Older than 64;
2019-2020;2019-10-07;149;602;Total;
2019-2020;2019-10-07;36;154;Younger than 15;
2019-2020;2019-10-07;68;237;Between 15 and 64;
2019-2020;2019-10-07;45;211;Older than 64;
2019-2020;2019-10-08;130;617;Total;
2019-2020;2019-10-08;41;169;Younger than 15;
2019-2020;2019-10-08;49;242;Between 15 and 64;
2019-2020;2019-10-08;40;206;Older than 64;
2019-2020;2019-10-09;103;621;Total;
2019-2020;2019-10-09;33;176;Younger than 15;
2019-2020;2019-10-09;41;246;Between 15 and 64;
2019-2020;2019-10-09;29;199;Older than 64;
2019-2020;2019-10-10;99;619;Total;
2019-2020;2019-10-10;33;179;Younger than 15;
2019-2020;2019-10-10;29;233;Between 15 and 64;
2019-2020;2019-10-10;37;207;Older than 64;
2019-2020;2019-10-11;105;628;Total;
2019-2020;2019-10-11;36;185;Younger than 15;
2019-2020;2019-10-11;30;233;Between 15 and 64;
2019-2020;2019-10-11;39;210;Older than 64;
2019-2020;2019-10-12;26;638;Total;
2019-2020;2019-10-12;4;185;Younger than 15;
2019-2020;2019-10-12;11;240;Between 15 and 64;
2019-2020;2019-10-12;11;213;Older than 64;
2019-2020;2019-10-13;30;642;Total;
2019-2020;2019-10-13;4;187;Younger than 15;
2019-2020;2019-10-13;14;242;Between 15 and 64;
2019-2020;2019-10-13;12;213;Older than 64;
2019-2020;2019-10-14;157;650;Total;
2019-2020;2019-10-14;49;200;Younger than 15;
2019-2020;2019-10-14;59;233;Between 15 and 64;
2019-2020;2019-10-14;49;217;Older than 64;
2019-2020;2019-10-15;112;632;Total;
2019-2020;2019-10-15;40;199;Younger than 15;
2019-2020;2019-10-15;39;223;Between 15 and 64;
2019-2020;2019-10-15;33;210;Older than 64;
2019-2020;2019-10-16;108;637;Total;
2019-2020;2019-10-16;27;193;Younger than 15;
2019-2020;2019-10-16;40;222;Between 15 and 64;
2019-2020;2019-10-16;41;222;Older than 64;
2019-2020;2019-10-17;118;656;Total;
2019-2020;2019-10-17;34;194;Younger than 15;
2019-2020;2019-10-17;31;224;Between 15 and 64;
2019-2020;2019-10-17;53;238;Older than 64;
2019-2020;2019-10-18;77;628;Total;
2019-2020;2019-10-18;28;186;Younger than 15;
2019-2020;2019-10-18;25;219;Between 15 and 64;
2019-2020;2019-10-18;24;223;Older than 64;
2019-2020;2019-10-19;35;637;Total;
2019-2020;2019-10-19;5;187;Younger than 15;
2019-2020;2019-10-19;18;226;Between 15 and 64;
2019-2020;2019-10-19;12;224;Older than 64;
2019-2020;2019-10-20;22;629;Total;
2019-2020;2019-10-20;2;185;Younger than 15;
2019-2020;2019-10-20;13;225;Between 15 and 64;
2019-2020;2019-10-20;7;219;Older than 64;
2019-2020;2019-10-21;164;636;Total;
2019-2020;2019-10-21;50;186;Younger than 15;
2019-2020;2019-10-21;62;228;Between 15 and 64;
2019-2020;2019-10-21;52;222;Older than 64;
2019-2020;2019-10-22;90;614;Total;
2019-2020;2019-10-22;21;167;Younger than 15;
2019-2020;2019-10-22;41;230;Between 15 and 64;
2019-2020;2019-10-22;28;217;Older than 64;
2019-2020;2019-10-23;110;616;Total;
2019-2020;2019-10-23;29;169;Younger than 15;
2019-2020;2019-10-23;28;218;Between 15 and 64;
2019-2020;2019-10-23;53;229;Older than 64;
2019-2020;2019-10-24;94;592;Total;
2019-2020;2019-10-24;25;160;Younger than 15;
2019-2020;2019-10-24;30;217;Between 15 and 64;
2019-2020;2019-10-24;39;215;Older than 64;
2019-2020;2019-10-25;108;623;Total;
2019-2020;2019-10-25;34;166;Younger than 15;
2019-2020;2019-10-25;36;228;Between 15 and 64;
2019-2020;2019-10-25;38;229;Older than 64;
2019-2020;2019-10-26;18;606;Total;
2019-2020;2019-10-26;0;161;Younger than 15;
2019-2020;2019-10-26;5;215;Between 15 and 64;
2019-2020;2019-10-26;13;230;Older than 64;
2019-2020;2019-10-27;18;602;Total;
2019-2020;2019-10-27;3;162;Younger than 15;
2019-2020;2019-10-27;8;210;Between 15 and 64;
2019-2020;2019-10-27;7;230;Older than 64;
2019-2020;2019-10-28;125;563;Total;
2019-2020;2019-10-28;34;146;Younger than 15;
2019-2020;2019-10-28;47;195;Between 15 and 64;
2019-2020;2019-10-28;44;222;Older than 64;
2019-2020;2019-10-29;113;586;Total;
2019-2020;2019-10-29;35;160;Younger than 15;
2019-2020;2019-10-29;40;194;Between 15 and 64;
2019-2020;2019-10-29;38;232;Older than 64;
2019-2020;2019-10-30;112;588;Total;
2019-2020;2019-10-30;35;166;Younger than 15;
2019-2020;2019-10-30;33;199;Between 15 and 64;
2019-2020;2019-10-30;44;223;Older than 64;
2019-2020;2019-10-31;105;599;Total;
2019-2020;2019-10-31;34;175;Younger than 15;
2019-2020;2019-10-31;30;199;Between 15 and 64;
2019-2020;2019-10-31;41;225;Older than 64;
2019-2020;2019-11-01;23;514;Total;
2019-2020;2019-11-01;1;142;Younger than 15;
2019-2020;2019-11-01;10;173;Between 15 and 64;
2019-2020;2019-11-01;12;199;Older than 64;
2019-2020;2019-11-02;30;526;Total;
2019-2020;2019-11-02;8;150;Younger than 15;
2019-2020;2019-11-02;12;180;Between 15 and 64;
2019-2020;2019-11-02;10;196;Older than 64;
2019-2020;2019-11-03;24;532;Total;
2019-2020;2019-11-03;5;152;Younger than 15;
2019-2020;2019-11-03;8;180;Between 15 and 64;
2019-2020;2019-11-03;11;200;Older than 64;
2019-2020;2019-11-04;159;566;Total;
2019-2020;2019-11-04;45;163;Younger than 15;
2019-2020;2019-11-04;58;191;Between 15 and 64;
2019-2020;2019-11-04;56;212;Older than 64;
2019-2020;2019-11-05;115;568;Total;
2019-2020;2019-11-05;35;163;Younger than 15;
2019-2020;2019-11-05;42;193;Between 15 and 64;
2019-2020;2019-11-05;38;212;Older than 64;
2019-2020;2019-11-06;107;563;Total;
2019-2020;2019-11-06;31;159;Younger than 15;
2019-2020;2019-11-06;32;192;Between 15 and 64;
2019-2020;2019-11-06;44;212;Older than 64;
2019-2020;2019-11-07;106;564;Total;
2019-2020;2019-11-07;37;162;Younger than 15;
2019-2020;2019-11-07;37;199;Between 15 and 64;
2019-2020;2019-11-07;32;203;Older than 64;
2019-2020;2019-11-08;97;638;Total;
2019-2020;2019-11-08;33;194;Younger than 15;
2019-2020;2019-11-08;31;220;Between 15 and 64;
2019-2020;2019-11-08;33;224;Older than 64;
2019-2020;2019-11-09;24;632;Total;
2019-2020;2019-11-09;2;188;Younger than 15;
2019-2020;2019-11-09;8;216;Between 15 and 64;
2019-2020;2019-11-09;14;228;Older than 64;
2019-2020;2019-11-10;16;624;Total;
2019-2020;2019-11-10;3;186;Younger than 15;
2019-2020;2019-11-10;4;212;Between 15 and 64;
2019-2020;2019-11-10;9;226;Older than 64;
2019-2020;2019-11-11;150;615;Total;
2019-2020;2019-11-11;40;181;Younger than 15;
2019-2020;2019-11-11;67;221;Between 15 and 64;
2019-2020;2019-11-11;43;213;Older than 64;
2019-2020;2019-11-12;94;594;Total;
2019-2020;2019-11-12;19;165;Younger than 15;
2019-2020;2019-11-12;38;217;Between 15 and 64;
2019-2020;2019-11-12;37;212;Older than 64;
2019-2020;2019-11-13;130;617;Total;
2019-2020;2019-11-13;30;164;Younger than 15;
2019-2020;2019-11-13;50;235;Between 15 and 64;
2019-2020;2019-11-13;50;218;Older than 64;
2019-2020;2019-11-14;101;612;Total;
2019-2020;2019-11-14;35;162;Younger than 15;
2019-2020;2019-11-14;19;217;Between 15 and 64;
2019-2020;2019-11-14;47;233;Older than 64;
2019-2020;2019-11-15;111;626;Total;
2019-2020;2019-11-15;40;169;Younger than 15;
2019-2020;2019-11-15;36;222;Between 15 and 64;
2019-2020;2019-11-15;34;234;Older than 64;
2019-2020;2019-11-16;19;621;Total;
2019-2020;2019-11-16;6;173;Younger than 15;
2019-2020;2019-11-16;8;222;Between 15 and 64;
2019-2020;2019-11-16;5;225;Older than 64;
2019-2020;2019-11-17;28;633;Total;
2019-2020;2019-11-17;6;176;Younger than 15;
2019-2020;2019-11-17;10;228;Between 15 and 64;
2019-2020;2019-11-17;12;228;Older than 64;
2019-2020;2019-11-18;165;648;Total;
2019-2020;2019-11-18;47;183;Younger than 15;
2019-2020;2019-11-18;63;224;Between 15 and 64;
2019-2020;2019-11-18;55;240;Older than 64;
2019-2020;2019-11-19;128;682;Total;
2019-2020;2019-11-19;45;209;Younger than 15;
2019-2020;2019-11-19;40;226;Between 15 and 64;
2019-2020;2019-11-19;43;246;Older than 64;
2019-2020;2019-11-20;134;686;Total;
2019-2020;2019-11-20;45;224;Younger than 15;
2019-2020;2019-11-20;32;208;Between 15 and 64;
2019-2020;2019-11-20;56;252;Older than 64;
2019-2020;2019-11-21;135;720;Total;
2019-2020;2019-11-21;38;227;Younger than 15;
2019-2020;2019-11-21;39;228;Between 15 and 64;
2019-2020;2019-11-21;58;263;Older than 64;
2019-2020;2019-11-22;127;736;Total;
2019-2020;2019-11-22;57;244;Younger than 15;
2019-2020;2019-11-22;28;220;Between 15 and 64;
2019-2020;2019-11-22;41;270;Older than 64;
2019-2020;2019-11-23;31;748;Total;
2019-2020;2019-11-23;4;242;Younger than 15;
2019-2020;2019-11-23;18;230;Between 15 and 64;
2019-2020;2019-11-23;9;274;Older than 64;
2019-2020;2019-11-24;18;738;Total;
2019-2020;2019-11-24;5;241;Younger than 15;
2019-2020;2019-11-24;7;227;Between 15 and 64;
2019-2020;2019-11-24;6;268;Older than 64;
2019-2020;2019-11-25;191;764;Total;
2019-2020;2019-11-25;77;271;Younger than 15;
2019-2020;2019-11-25;60;224;Between 15 and 64;
2019-2020;2019-11-25;54;267;Older than 64;
2019-2020;2019-11-26;156;792;Total;
2019-2020;2019-11-26;61;287;Younger than 15;
2019-2020;2019-11-26;52;236;Between 15 and 64;
2019-2020;2019-11-26;43;267;Older than 64;
2019-2020;2019-11-27;143;801;Total;
2019-2020;2019-11-27;64;306;Younger than 15;
2019-2020;2019-11-27;35;239;Between 15 and 64;
2019-2020;2019-11-27;43;254;Older than 64;
2019-2020;2019-11-28;135;801;Total;
2019-2020;2019-11-28;54;322;Younger than 15;
2019-2020;2019-11-28;45;245;Between 15 and 64;
2019-2020;2019-11-28;36;232;Older than 64;
2019-2020;2019-11-29;157;831;Total;
2019-2020;2019-11-29;72;337;Younger than 15;
2019-2020;2019-11-29;43;260;Between 15 and 64;
2019-2020;2019-11-29;42;233;Older than 64;
2019-2020;2019-11-30;28;828;Total;
2019-2020;2019-11-30;10;343;Younger than 15;
2019-2020;2019-11-30;6;248;Between 15 and 64;
2019-2020;2019-11-30;12;236;Older than 64;
2019-2020;2019-12-01;41;851;Total;
2019-2020;2019-12-01;13;351;Younger than 15;
2019-2020;2019-12-01;11;252;Between 15 and 64;
2019-2020;2019-12-01;17;247;Older than 64;
2019-2020;2019-12-02;249;909;Total;
2019-2020;2019-12-02;100;374;Younger than 15;
2019-2020;2019-12-02;66;258;Between 15 and 64;
2019-2020;2019-12-02;83;276;Older than 64;
2019-2020;2019-12-03;215;968;Total;
2019-2020;2019-12-03;98;411;Younger than 15;
2019-2020;2019-12-03;47;253;Between 15 and 64;
2019-2020;2019-12-03;70;303;Older than 64;
2019-2020;2019-12-04;173;998;Total;
2019-2020;2019-12-04;77;424;Younger than 15;
2019-2020;2019-12-04;47;265;Between 15 and 64;
2019-2020;2019-12-04;49;309;Older than 64;
2019-2020;2019-12-05;209;1072;Total;
2019-2020;2019-12-05;106;476;Younger than 15;
2019-2020;2019-12-05;43;263;Between 15 and 64;
2019-2020;2019-12-05;60;333;Older than 64;
2019-2020;2019-12-06;45;960;Total;
2019-2020;2019-12-06;19;423;Younger than 15;
2019-2020;2019-12-06;17;237;Between 15 and 64;
2019-2020;2019-12-06;9;300;Older than 64;
2019-2020;2019-12-07;76;1008;Total;
2019-2020;2019-12-07;27;440;Younger than 15;
2019-2020;2019-12-07;21;252;Between 15 and 64;
2019-2020;2019-12-07;28;316;Older than 64;
2019-2020;2019-12-08;61;1028;Total;
2019-2020;2019-12-08;25;452;Younger than 15;
2019-2020;2019-12-08;21;262;Between 15 and 64;
2019-2020;2019-12-08;15;314;Older than 64;
2019-2020;2019-12-09;309;1088;Total;
2019-2020;2019-12-09;130;482;Younger than 15;
2019-2020;2019-12-09;97;293;Between 15 and 64;
2019-2020;2019-12-09;82;313;Older than 64;
2019-2020;2019-12-10;231;1104;Total;
2019-2020;2019-12-10;108;492;Younger than 15;
2019-2020;2019-12-10;51;297;Between 15 and 64;
2019-2020;2019-12-10;72;315;Older than 64;
2019-2020;2019-12-11;225;1156;Total;
2019-2020;2019-12-11;99;514;Younger than 15;
2019-2020;2019-12-11;60;310;Between 15 and 64;
2019-2020;2019-12-11;66;332;Older than 64;
2019-2020;2019-12-12;234;1181;Total;
2019-2020;2019-12-12;111;519;Younger than 15;
2019-2020;2019-12-12;48;315;Between 15 and 64;
2019-2020;2019-12-12;75;347;Older than 64;
2019-2020;2019-12-13;206;1342;Total;
2019-2020;2019-12-13;87;587;Younger than 15;
2019-2020;2019-12-13;59;357;Between 15 and 64;
2019-2020;2019-12-13;60;398;Older than 64;
2019-2020;2019-12-14;81;1347;Total;
2019-2020;2019-12-14;25;585;Younger than 15;
2019-2020;2019-12-14;30;366;Between 15 and 64;
2019-2020;2019-12-14;26;396;Older than 64;
2019-2020;2019-12-15;67;1353;Total;
2019-2020;2019-12-15;19;579;Younger than 15;
2019-2020;2019-12-15;27;372;Between 15 and 64;
2019-2020;2019-12-15;21;402;Older than 64;
2019-2020;2019-12-16;246;1290;Total;
2019-2020;2019-12-16;123;572;Younger than 15;
2019-2020;2019-12-16;62;337;Between 15 and 64;
2019-2020;2019-12-16;60;380;Older than 64;
2019-2020;2019-12-17;228;1287;Total;
2019-2020;2019-12-17;107;571;Younger than 15;
2019-2020;2019-12-17;56;342;Between 15 and 64;
2019-2020;2019-12-17;65;373;Older than 64;
2019-2020;2019-12-18;236;1298;Total;
2019-2020;2019-12-18;109;581;Younger than 15;
2019-2020;2019-12-18;62;344;Between 15 and 64;
2019-2020;2019-12-18;65;372;Older than 64;
2019-2020;2019-12-19;214;1278;Total;
2019-2020;2019-12-19;80;550;Younger than 15;
2019-2020;2019-12-19;75;371;Between 15 and 64;
2019-2020;2019-12-19;59;356;Older than 64;
2019-2020;2019-12-20;210;1282;Total;
2019-2020;2019-12-20;96;559;Younger than 15;
2019-2020;2019-12-20;46;358;Between 15 and 64;
2019-2020;2019-12-20;68;364;Older than 64;
2019-2020;2019-12-21;76;1277;Total;
2019-2020;2019-12-21;21;555;Younger than 15;
2019-2020;2019-12-21;27;355;Between 15 and 64;
2019-2020;2019-12-21;28;366;Older than 64;
2019-2020;2019-12-22;74;1284;Total;
2019-2020;2019-12-22;24;560;Younger than 15;
2019-2020;2019-12-22;25;353;Between 15 and 64;
2019-2020;2019-12-22;25;370;Older than 64;
2019-2020;2019-12-23;260;1298;Total;
2019-2020;2019-12-23;118;555;Younger than 15;
2019-2020;2019-12-23;69;360;Between 15 and 64;
2019-2020;2019-12-23;73;383;Older than 64;
2019-2020;2019-12-24;210;1280;Total;
2019-2020;2019-12-24;93;541;Younger than 15;
2019-2020;2019-12-24;52;356;Between 15 and 64;
2019-2020;2019-12-24;65;383;Older than 64;
2019-2020;2019-12-25;74;1118;Total;
2019-2020;2019-12-25;33;465;Younger than 15;
2019-2020;2019-12-25;20;314;Between 15 and 64;
2019-2020;2019-12-25;21;339;Older than 64;
2019-2020;2019-12-26;82;986;Total;
2019-2020;2019-12-26;33;418;Younger than 15;
2019-2020;2019-12-26;24;263;Between 15 and 64;
2019-2020;2019-12-26;25;305;Older than 64;
2019-2020;2019-12-27;297;1073;Total;
2019-2020;2019-12-27;134;456;Younger than 15;
2019-2020;2019-12-27;74;291;Between 15 and 64;
2019-2020;2019-12-27;89;326;Older than 64;
2019-2020;2019-12-28;91;1088;Total;
2019-2020;2019-12-28;24;459;Younger than 15;
2019-2020;2019-12-28;36;300;Between 15 and 64;
2019-2020;2019-12-28;31;329;Older than 64;
2019-2020;2019-12-29;82;1096;Total;
2019-2020;2019-12-29;17;452;Younger than 15;
2019-2020;2019-12-29;33;308;Between 15 and 64;
2019-2020;2019-12-29;32;336;Older than 64;
2019-2020;2019-12-30;277;1113;Total;
2019-2020;2019-12-30;99;433;Younger than 15;
2019-2020;2019-12-30;91;330;Between 15 and 64;
2019-2020;2019-12-30;87;350;Older than 64;
2019-2020;2019-12-31;184;1087;Total;
2019-2020;2019-12-31;52;392;Younger than 15;
2019-2020;2019-12-31;47;325;Between 15 and 64;
2019-2020;2019-12-31;85;370;Older than 64;
2019-2020;2020-01-01;64;1077;Total;
2019-2020;2020-01-01;9;368;Younger than 15;
2019-2020;2020-01-01;26;331;Between 15 and 64;
2019-2020;2020-01-01;29;378;Older than 64;
2019-2020;2020-01-02;228;1223;Total;
2019-2020;2020-01-02;47;382;Younger than 15;
2019-2020;2020-01-02;92;399;Between 15 and 64;
2019-2020;2020-01-02;89;442;Older than 64;
2019-2020;2020-01-03;234;1160;Total;
2019-2020;2020-01-03;69;317;Younger than 15;
2019-2020;2020-01-03;60;385;Between 15 and 64;
2019-2020;2020-01-03;105;458;Older than 64;
2019-2020;2020-01-04;78;1147;Total;
2019-2020;2020-01-04;14;307;Younger than 15;
2019-2020;2020-01-04;32;381;Between 15 and 64;
2019-2020;2020-01-04;32;459;Older than 64;
2019-2020;2020-01-05;80;1145;Total;
2019-2020;2020-01-05;9;299;Younger than 15;
2019-2020;2020-01-05;32;380;Between 15 and 64;
2019-2020;2020-01-05;39;466;Older than 64;
2019-2020;2020-01-06;66;934;Total;
2019-2020;2020-01-06;11;211;Younger than 15;
2019-2020;2020-01-06;27;316;Between 15 and 64;
2019-2020;2020-01-06;28;407;Older than 64;
2019-2020;2020-01-07;262;1012;Total;
2019-2020;2020-01-07;59;218;Younger than 15;
