date;N;N7;age
2018-10-08;0;0;
2018-10-08;6;20;Younger than 15
2018-10-08;31;161;Between 15 and 64
2018-10-08;5;16;Older than 64
2018-10-09;0;0;
2018-10-09;2;18;Younger than 15
2018-10-09;44;183;Between 15 and 64
2018-10-09;4;19;Older than 64
2018-10-10;0;0;
2018-10-10;4;19;Younger than 15
2018-10-10;22;179;Between 15 and 64
2018-10-10;2;20;Older than 64
2018-10-11;0;0;
2018-10-11;2;18;Younger than 15
2018-10-11;19;155;Between 15 and 64
2018-10-11;0;20;Older than 64
2018-10-12;0;0;
2018-10-12;2;18;Younger than 15
2018-10-12;15;154;Between 15 and 64
2018-10-12;0;16;Older than 64
2018-10-13;0;0;
2018-10-13;1;18;Younger than 15
2018-10-13;10;155;Between 15 and 64
2018-10-13;0;14;Older than 64
2018-10-14;0;0;
2018-10-14;3;20;Younger than 15
2018-10-14;10;151;Between 15 and 64
2018-10-14;0;11;Older than 64
2018-10-15;0;0;
2018-10-15;4;18;Younger than 15
2018-10-15;36;156;Between 15 and 64
2018-10-15;2;8;Older than 64
2018-10-16;0;0;
2018-10-16;7;23;Younger than 15
2018-10-16;29;141;Between 15 and 64
2018-10-16;1;5;Older than 64
2018-10-17;0;0;
2018-10-17;2;21;Younger than 15
2018-10-17;29;148;Between 15 and 64
2018-10-17;5;8;Older than 64
2018-10-18;0;0;
2018-10-18;0;19;Younger than 15
2018-10-18;32;161;Between 15 and 64
2018-10-18;6;14;Older than 64
2018-10-19;0;0;
2018-10-19;2;19;Younger than 15
2018-10-19;24;170;Between 15 and 64
2018-10-19;4;18;Older than 64
2018-10-20;0;0;
2018-10-20;1;19;Younger than 15
2018-10-20;11;171;Between 15 and 64
2018-10-20;5;23;Older than 64
2018-10-21;0;0;
2018-10-21;0;16;Younger than 15
2018-10-21;12;173;Between 15 and 64
2018-10-21;1;24;Older than 64
2018-10-22;0;0;
2018-10-22;4;16;Younger than 15
2018-10-22;50;187;Between 15 and 64
2018-10-22;11;33;Older than 64
2018-10-23;0;0;
2018-10-23;1;10;Younger than 15
2018-10-23;28;186;Between 15 and 64
2018-10-23;3;35;Older than 64
2018-10-24;0;0;
2018-10-24;2;10;Younger than 15
2018-10-24;42;199;Between 15 and 64
2018-10-24;6;36;Older than 64
2018-10-25;0;0;
2018-10-25;2;12;Younger than 15
2018-10-25;39;206;Between 15 and 64
2018-10-25;4;34;Older than 64
2018-10-26;0;0;
2018-10-26;4;14;Younger than 15
2018-10-26;20;202;Between 15 and 64
2018-10-26;4;34;Older than 64
2018-10-27;0;0;
2018-10-27;0;13;Younger than 15
2018-10-27;13;204;Between 15 and 64
2018-10-27;4;33;Older than 64
2018-10-28;0;0;
2018-10-28;0;13;Younger than 15
2018-10-28;15;207;Between 15 and 64
2018-10-28;2;34;Older than 64
2018-10-29;0;0;
2018-10-29;16;25;Younger than 15
2018-10-29;69;226;Between 15 and 64
2018-10-29;4;27;Older than 64
2018-10-30;0;0;
2018-10-30;5;29;Younger than 15
2018-10-30;60;258;Between 15 and 64
2018-10-30;3;27;Older than 64
2018-10-31;0;0;
2018-10-31;4;31;Younger than 15
2018-10-31;64;280;Between 15 and 64
2018-10-31;3;24;Older than 64
2018-11-01;0;0;
2018-11-01;3;32;Younger than 15
2018-11-01;14;255;Between 15 and 64
2018-11-01;1;21;Older than 64
2018-11-02;0;0;
2018-11-02;6;34;Younger than 15
2018-11-02;35;270;Between 15 and 64
2018-11-02;4;21;Older than 64
2018-11-03;0;0;
2018-11-03;0;34;Younger than 15
2018-11-03;16;273;Between 15 and 64
2018-11-03;5;22;Older than 64
2018-11-04;0;0;
2018-11-04;1;35;Younger than 15
2018-11-04;23;281;Between 15 and 64
2018-11-04;3;23;Older than 64
2018-11-05;0;0;
2018-11-05;7;26;Younger than 15
2018-11-05;94;306;Between 15 and 64
2018-11-05;13;32;Older than 64
2018-11-06;0;0;
2018-11-06;5;26;Younger than 15
2018-11-06;85;331;Between 15 and 64
2018-11-06;9;38;Older than 64
2018-11-07;0;0;
2018-11-07;6;28;Younger than 15
2018-11-07;90;357;Between 15 and 64
2018-11-07;7;42;Older than 64
2018-11-08;0;0;
2018-11-08;5;30;Younger than 15
2018-11-08;60;403;Between 15 and 64
2018-11-08;5;46;Older than 64
2018-11-09;0;0;
2018-11-09;4;28;Younger than 15
2018-11-09;78;446;Between 15 and 64
2018-11-09;11;53;Older than 64
2018-11-10;0;0;
2018-11-10;1;29;Younger than 15
2018-11-10;27;457;Between 15 and 64
2018-11-10;4;52;Older than 64
2018-11-11;0;0;
2018-11-11;2;30;Younger than 15
2018-11-11;18;452;Between 15 and 64
2018-11-11;1;50;Older than 64
2018-11-12;0;0;
2018-11-12;11;34;Younger than 15
2018-11-12;119;477;Between 15 and 64
2018-11-12;4;41;Older than 64
2018-11-13;0;0;
2018-11-13;11;40;Younger than 15
2018-11-13;69;461;Between 15 and 64
2018-11-13;5;37;Older than 64
2018-11-14;0;0;
2018-11-14;9;43;Younger than 15
2018-11-14;77;448;Between 15 and 64
2018-11-14;2;32;Older than 64
2018-11-15;0;0;
2018-11-15;6;44;Younger than 15
2018-11-15;61;449;Between 15 and 64
2018-11-15;9;36;Older than 64
2018-11-16;0;0;
2018-11-16;7;47;Younger than 15
2018-11-16;54;425;Between 15 and 64
2018-11-16;5;30;Older than 64
2018-11-17;0;0;
2018-11-17;2;48;Younger than 15
2018-11-17;19;417;Between 15 and 64
2018-11-17;2;28;Older than 64
2018-11-18;0;0;
2018-11-18;1;47;Younger than 15
2018-11-18;18;417;Between 15 and 64
2018-11-18;4;31;Older than 64
2018-11-19;0;0;
2018-11-19;8;44;Younger than 15
2018-11-19;133;431;Between 15 and 64
2018-11-19;7;34;Older than 64
2018-11-20;0;0;
2018-11-20;8;41;Younger than 15
2018-11-20;90;452;Between 15 and 64
2018-11-20;6;35;Older than 64
2018-11-21;0;0;
2018-11-21;12;44;Younger than 15
2018-11-21;86;461;Between 15 and 64
2018-11-21;2;35;Older than 64
2018-11-22;0;0;
2018-11-22;8;46;Younger than 15
2018-11-22;76;476;Between 15 and 64
2018-11-22;9;35;Older than 64
2018-11-23;0;0;
2018-11-23;14;53;Younger than 15
2018-11-23;72;494;Between 15 and 64
2018-11-23;7;37;Older than 64
2018-11-24;0;0;
2018-11-24;6;57;Younger than 15
2018-11-24;22;497;Between 15 and 64
2018-11-24;2;37;Older than 64
2018-11-25;0;0;
2018-11-25;2;58;Younger than 15
2018-11-25;19;498;Between 15 and 64
2018-11-25;3;36;Older than 64
2018-11-26;0;0;
2018-11-26;6;56;Younger than 15
2018-11-26;114;479;Between 15 and 64
2018-11-26;3;32;Older than 64
2018-11-27;0;0;
2018-11-27;8;56;Younger than 15
2018-11-27;77;466;Between 15 and 64
2018-11-27;4;30;Older than 64
2018-11-28;0;0;
2018-11-28;9;53;Younger than 15
2018-11-28;69;449;Between 15 and 64
2018-11-28;11;39;Older than 64
2018-11-29;0;0;
2018-11-29;5;50;Younger than 15
2018-11-29;61;434;Between 15 and 64
2018-11-29;2;32;Older than 64
2018-11-30;0;0;
2018-11-30;14;50;Younger than 15
2018-11-30;53;415;Between 15 and 64
2018-11-30;8;33;Older than 64
2018-12-01;0;0;
2018-12-01;1;45;Younger than 15
2018-12-01;37;430;Between 15 and 64
2018-12-01;6;37;Older than 64
2018-12-02;0;0;
2018-12-02;3;46;Younger than 15
2018-12-02;27;438;Between 15 and 64
2018-12-02;5;39;Older than 64
2018-12-03;0;0;
2018-12-03;13;53;Younger than 15
2018-12-03;144;468;Between 15 and 64
2018-12-03;11;47;Older than 64
2018-12-04;0;0;
2018-12-04;16;61;Younger than 15
2018-12-04;119;510;Between 15 and 64
2018-12-04;9;52;Older than 64
2018-12-05;0;0;
2018-12-05;7;59;Younger than 15
2018-12-05;80;521;Between 15 and 64
2018-12-05;9;50;Older than 64
2018-12-06;0;0;
2018-12-06;7;61;Younger than 15
2018-12-06;37;497;Between 15 and 64
2018-12-06;9;57;Older than 64
2018-12-07;0;0;
2018-12-07;17;64;Younger than 15
2018-12-07;97;541;Between 15 and 64
2018-12-07;12;61;Older than 64
2018-12-08;0;0;
2018-12-08;9;72;Younger than 15
2018-12-08;48;552;Between 15 and 64
2018-12-08;5;60;Older than 64
2018-12-09;0;0;
2018-12-09;5;74;Younger than 15
2018-12-09;31;556;Between 15 and 64
2018-12-09;3;58;Older than 64
2018-12-10;0;0;
2018-12-10;31;92;Younger than 15
2018-12-10;193;605;Between 15 and 64
2018-12-10;9;56;Older than 64
2018-12-11;0;0;
2018-12-11;26;102;Younger than 15
2018-12-11;157;643;Between 15 and 64
2018-12-11;14;61;Older than 64
2018-12-12;0;0;
2018-12-12;22;117;Younger than 15
2018-12-12;142;705;Between 15 and 64
2018-12-12;7;59;Older than 64
2018-12-13;0;0;
2018-12-13;20;130;Younger than 15
2018-12-13;138;806;Between 15 and 64
2018-12-13;14;64;Older than 64
2018-12-14;0;0;
2018-12-14;16;129;Younger than 15
2018-12-14;112;821;Between 15 and 64
2018-12-14;11;63;Older than 64
2018-12-15;0;0;
2018-12-15;4;124;Younger than 15
2018-12-15;51;824;Between 15 and 64
2018-12-15;6;64;Older than 64
2018-12-16;0;0;
2018-12-16;6;125;Younger than 15
2018-12-16;40;833;Between 15 and 64
2018-12-16;1;62;Older than 64
2018-12-17;0;0;
2018-12-17;67;161;Younger than 15
2018-12-17;263;903;Between 15 and 64
2018-12-17;18;71;Older than 64
2018-12-18;0;0;
2018-12-18;50;185;Younger than 15
2018-12-18;220;966;Between 15 and 64
2018-12-18;10;67;Older than 64
2018-12-19;0;0;
2018-12-19;52;215;Younger than 15
2018-12-19;171;995;Between 15 and 64
2018-12-19;14;74;Older than 64
2018-12-20;0;0;
2018-12-20;40;235;Younger than 15
2018-12-20;166;1023;Between 15 and 64
2018-12-20;12;72;Older than 64
2018-12-21;0;0;
2018-12-21;61;280;Younger than 15
2018-12-21;125;1036;Between 15 and 64
2018-12-21;10;71;Older than 64
2018-12-22;0;0;
2018-12-22;15;291;Younger than 15
2018-12-22;76;1061;Between 15 and 64
2018-12-22;9;74;Older than 64
2018-12-23;0;0;
2018-12-23;6;291;Younger than 15
2018-12-23;59;1080;Between 15 and 64
2018-12-23;7;80;Older than 64
2018-12-24;0;0;
2018-12-24;92;316;Younger than 15
2018-12-24;131;948;Between 15 and 64
2018-12-24;12;74;Older than 64
2018-12-25;0;0;
2018-12-25;8;274;Younger than 15
2018-12-25;54;782;Between 15 and 64
2018-12-25;9;73;Older than 64
2018-12-26;0;0;
2018-12-26;15;237;Younger than 15
2018-12-26;108;719;Between 15 and 64
2018-12-26;12;71;Older than 64
2018-12-27;0;0;
2018-12-27;131;328;Younger than 15
2018-12-27;427;980;Between 15 and 64
2018-12-27;47;106;Older than 64
2018-12-28;0;0;
2018-12-28;122;389;Younger than 15
2018-12-28;344;1199;Between 15 and 64
2018-12-28;46;142;Older than 64
2018-12-29;0;0;
2018-12-29;19;393;Younger than 15
2018-12-29;169;1292;Between 15 and 64
2018-12-29;28;161;Older than 64
2018-12-30;0;0;
2018-12-30;13;400;Younger than 15
2018-12-30;146;1379;Between 15 and 64
2018-12-30;19;173;Older than 64
2018-12-31;0;0;
2018-12-31;85;393;Younger than 15
2018-12-31;340;1588;Between 15 and 64
2018-12-31;42;203;Older than 64
2019-01-01;0;0;
2019-01-01;9;394;Younger than 15
2019-01-01;115;1649;Between 15 and 64
2019-01-01;21;215;Older than 64
2019-01-02;0;0;
2019-01-02;94;473;Younger than 15
2019-01-02;707;2248;Between 15 and 64
2019-01-02;69;272;Older than 64
2019-01-03;0;0;
2019-01-03;77;419;Younger than 15
2019-01-03;597;2418;Between 15 and 64
2019-01-03;60;285;Older than 64
2019-01-04;0;0;
2019-01-04;83;380;Younger than 15
2019-01-04;578;2652;Between 15 and 64
2019-01-04;56;295;Older than 64
2019-01-05;0;0;
2019-01-05;23;384;Younger than 15
2019-01-05;232;2715;Between 15 and 64
2019-01-05;31;298;Older than 64
2019-01-06;0;0;
2019-01-06;15;386;Younger than 15
2019-01-06;158;2727;Between 15 and 64
2019-01-06;23;302;Older than 64
2019-01-07;0;0;
2019-01-07;139;440;Younger than 15
2019-01-07;1192;3579;Between 15 and 64
2019-01-07;80;340;Older than 64
2019-01-08;0;0;
2019-01-08;141;572;Younger than 15
2019-01-08;1030;4494;Between 15 and 64
2019-01-08;87;406;Older than 64
2019-01-09;0;0;
2019-01-09;160;638;Younger than 15
2019-01-09;1045;4832;Between 15 and 64
2019-01-09;72;409;Older than 64
2019-01-10;0;0;
2019-01-10;173;734;Younger than 15
2019-01-10;945;5180;Between 15 and 64
2019-01-10;79;428;Older than 64
2019-01-11;0;0;
2019-01-11;215;866;Younger than 15
2019-01-11;757;5359;Between 15 and 64
2019-01-11;83;455;Older than 64
2019-01-12;0;0;
2019-01-12;71;914;Younger than 15
2019-01-12;350;5477;Between 15 and 64
2019-01-12;33;457;Older than 64
2019-01-13;0;0;
2019-01-13;89;988;Younger than 15
2019-01-13;315;5634;Between 15 and 64
2019-01-13;29;463;Older than 64
2019-01-14;0;0;
2019-01-14;712;1561;Younger than 15
2019-01-14;2167;6609;Between 15 and 64
2019-01-14;133;516;Older than 64
2019-01-15;0;0;
2019-01-15;610;2030;Younger than 15
2019-01-15;1523;7102;Between 15 and 64
2019-01-15;99;528;Older than 64
2019-01-16;0;0;
2019-01-16;542;2412;Younger than 15
2019-01-16;1606;7663;Between 15 and 64
2019-01-16;113;569;Older than 64
2019-01-17;0;0;
2019-01-17;663;2902;Younger than 15
2019-01-17;1541;8259;Between 15 and 64
2019-01-17;115;605;Older than 64
2019-01-18;0;0;
2019-01-18;789;3476;Younger than 15
2019-01-18;1403;8905;Between 15 and 64
2019-01-18;131;653;Older than 64
2019-01-19;0;0;
2019-01-19;143;3548;Younger than 15
2019-01-19;506;9061;Between 15 and 64
2019-01-19;62;682;Older than 64
2019-01-20;0;0;
2019-01-20;142;3601;Younger than 15
2019-01-20;374;9120;Between 15 and 64
2019-01-20;54;707;Older than 64
2019-01-21;0;0;
2019-01-21;1275;4164;Younger than 15
2019-01-21;3000;9953;Between 15 and 64
2019-01-21;213;787;Older than 64
2019-01-22;0;0;
2019-01-22;999;4553;Younger than 15
2019-01-22;2056;10486;Between 15 and 64
2019-01-22;130;818;Older than 64
2019-01-23;1;1;
2019-01-23;867;4878;Younger than 15
2019-01-23;1983;10863;Between 15 and 64
2019-01-23;140;845;Older than 64
2019-01-24;0;1;
2019-01-24;847;5062;Younger than 15
2019-01-24;1803;11125;Between 15 and 64
2019-01-24;133;863;Older than 64
2019-01-25;0;1;
2019-01-25;921;5194;Younger than 15
2019-01-25;1465;11187;Between 15 and 64
2019-01-25;155;887;Older than 64
2019-01-26;0;1;
2019-01-26;163;5214;Younger than 15
2019-01-26;583;11264;Between 15 and 64
2019-01-26;62;887;Older than 64
2019-01-27;0;1;
2019-01-27;126;5198;Younger than 15
2019-01-27;465;11355;Between 15 and 64
2019-01-27;46;879;Older than 64
2019-01-28;0;1;
2019-01-28;1433;5356;Younger than 15
2019-01-28;3243;11598;Between 15 and 64
2019-01-28;236;902;Older than 64
2019-01-29;0;1;
2019-01-29;1080;5437;Younger than 15
2019-01-29;2146;11688;Between 15 and 64
2019-01-29;195;967;Older than 64
2019-01-30;0;0;
2019-01-30;891;5461;Younger than 15
2019-01-30;1956;11661;Between 15 and 64
2019-01-30;164;991;Older than 64
2019-01-31;0;0;
2019-01-31;937;5551;Younger than 15
2019-01-31;1776;11634;Between 15 and 64
2019-01-31;152;1010;Older than 64
2019-02-01;0;0;
2019-02-01;883;5513;Younger than 15
2019-02-01;1470;11639;Between 15 and 64
2019-02-01;182;1037;Older than 64
2019-02-02;0;0;
2019-02-02;167;5517;Younger than 15
2019-02-02;502;11558;Between 15 and 64
2019-02-02;53;1028;Older than 64
2019-02-03;0;0;
2019-02-03;176;5567;Younger than 15
2019-02-03;410;11503;Between 15 and 64
2019-02-03;55;1037;Older than 64
2019-02-04;0;0;
2019-02-04;1299;5433;Younger than 15
2019-02-04;2733;10993;Between 15 and 64
2019-02-04;264;1065;Older than 64
2019-02-05;0;0;
2019-02-05;935;5288;Younger than 15
2019-02-05;1861;10708;Between 15 and 64
2019-02-05;170;1040;Older than 64
2019-02-06;0;0;
2019-02-06;776;5173;Younger than 15
2019-02-06;1759;10511;Between 15 and 64
2019-02-06;165;1041;Older than 64
2019-02-07;0;0;
2019-02-07;742;4978;Younger than 15
2019-02-07;1474;10209;Between 15 and 64
2019-02-07;154;1043;Older than 64
2019-02-08;0;0;
2019-02-08;759;4854;Younger than 15
2019-02-08;1110;9849;Between 15 and 64
2019-02-08;160;1021;Older than 64
2019-02-09;0;0;
2019-02-09;137;4824;Younger than 15
2019-02-09;377;9724;Between 15 and 64
2019-02-09;61;1029;Older than 64
2019-02-10;0;0;
2019-02-10;129;4777;Younger than 15
2019-02-10;351;9665;Between 15 and 64
2019-02-10;52;1026;Older than 64
2019-02-11;0;0;
2019-02-11;957;4435;Younger than 15
2019-02-11;2109;9041;Between 15 and 64
2019-02-11;192;954;Older than 64
2019-02-12;0;0;
2019-02-12;658;4158;Younger than 15
2019-02-12;1229;8409;Between 15 and 64
2019-02-12;160;944;Older than 64
2019-02-13;0;0;
2019-02-13;553;3935;Younger than 15
2019-02-13;1094;7744;Between 15 and 64
2019-02-13;133;912;Older than 64
2019-02-14;0;0;
2019-02-14;481;3674;Younger than 15
2019-02-14;914;7184;Between 15 and 64
2019-02-14;137;895;Older than 64
2019-02-15;0;0;
2019-02-15;450;3365;Younger than 15
2019-02-15;734;6808;Between 15 and 64
2019-02-15;116;851;Older than 64
2019-02-16;0;0;
2019-02-16;67;3295;Younger than 15
2019-02-16;252;6683;Between 15 and 64
2019-02-16;39;829;Older than 64
2019-02-17;0;0;
2019-02-17;56;3222;Younger than 15
2019-02-17;181;6513;Between 15 and 64
2019-02-17;37;814;Older than 64
2019-02-18;0;0;
2019-02-18;672;2937;Younger than 15
2019-02-18;1353;5757;Between 15 and 64
2019-02-18;153;775;Older than 64
2019-02-19;0;0;
2019-02-19;452;2731;Younger than 15
2019-02-19;911;5439;Between 15 and 64
2019-02-19;134;749;Older than 64
2019-02-20;0;0;
2019-02-20;342;2520;Younger than 15
2019-02-20;799;5144;Between 15 and 64
2019-02-20;108;724;Older than 64
2019-02-21;0;0;
2019-02-21;228;2267;Younger than 15
2019-02-21;509;4739;Between 15 and 64
2019-02-21;75;662;Older than 64
2019-02-22;0;0;
2019-02-22;336;2153;Younger than 15
2019-02-22;495;4500;Between 15 and 64
2019-02-22;91;637;Older than 64
2019-02-23;0;0;
2019-02-23;66;2152;Younger than 15
2019-02-23;166;4414;Between 15 and 64
2019-02-23;30;628;Older than 64
2019-02-24;0;0;
2019-02-24;33;2129;Younger than 15
2019-02-24;129;4362;Between 15 and 64
2019-02-24;21;612;Older than 64
2019-02-25;0;0;
2019-02-25;336;1793;Younger than 15
2019-02-25;724;3733;Between 15 and 64
2019-02-25;89;548;Older than 64
2019-02-26;0;0;
2019-02-26;252;1593;Younger than 15
2019-02-26;493;3315;Between 15 and 64
2019-02-26;89;503;Older than 64
2019-02-27;0;0;
2019-02-27;202;1453;Younger than 15
2019-02-27;444;2960;Between 15 and 64
2019-02-27;68;463;Older than 64
2019-02-28;0;0;
2019-02-28;146;1371;Younger than 15
2019-02-28;315;2766;Between 15 and 64
2019-02-28;53;441;Older than 64
2019-03-01;0;0;
2019-03-01;152;1187;Younger than 15
2019-03-01;258;2529;Between 15 and 64
2019-03-01;57;407;Older than 64
2019-03-02;0;0;
2019-03-02;29;1150;Younger than 15
2019-03-02;110;2473;Between 15 and 64
2019-03-02;14;391;Older than 64
2019-03-03;0;0;
2019-03-03;22;1139;Younger than 15
2019-03-03;85;2429;Between 15 and 64
2019-03-03;14;384;Older than 64
2019-03-04;0;0;
2019-03-04;169;972;Younger than 15
2019-03-04;446;2151;Between 15 and 64
2019-03-04;65;360;Older than 64
2019-03-05;0;0;
2019-03-05;138;858;Younger than 15
2019-03-05;326;1984;Between 15 and 64
2019-03-05;41;312;Older than 64
2019-03-06;0;0;
2019-03-06;102;758;Younger than 15
2019-03-06;279;1819;Between 15 and 64
2019-03-06;26;270;Older than 64
2019-03-07;0;0;
2019-03-07;73;685;Younger than 15
2019-03-07;231;1735;Between 15 and 64
2019-03-07;25;242;Older than 64
2019-03-08;0;0;
2019-03-08;65;598;Younger than 15
2019-03-08;139;1616;Between 15 and 64
2019-03-08;31;216;Older than 64
2019-03-09;0;0;
2019-03-09;14;583;Younger than 15
2019-03-09;51;1557;Between 15 and 64
2019-03-09;6;208;Older than 64
2019-03-10;0;0;
2019-03-10;9;570;Younger than 15
2019-03-10;43;1515;Between 15 and 64
2019-03-10;10;204;Older than 64
2019-03-11;0;0;
2019-03-11;97;498;Younger than 15
2019-03-11;284;1353;Between 15 and 64
2019-03-11;38;177;Older than 64
2019-03-12;0;0;
2019-03-12;52;412;Younger than 15
2019-03-12;226;1253;Between 15 and 64
2019-03-12;23;159;Older than 64
2019-03-13;0;0;
2019-03-13;46;356;Younger than 15
2019-03-13;154;1128;Between 15 and 64
2019-03-13;23;156;Older than 64
2019-03-14;0;0;
2019-03-14;33;316;Younger than 15
2019-03-14;127;1024;Between 15 and 64
2019-03-14;23;154;Older than 64
2019-03-15;0;0;
2019-03-15;24;275;Younger than 15
2019-03-15;96;981;Between 15 and 64
2019-03-15;18;141;Older than 64
2019-03-16;0;0;
2019-03-16;7;268;Younger than 15
2019-03-16;41;971;Between 15 and 64
2019-03-16;9;144;Older than 64
2019-03-17;0;0;
2019-03-17;1;260;Younger than 15
2019-03-17;35;963;Between 15 and 64
2019-03-17;10;144;Older than 64
2019-03-18;0;0;
2019-03-18;50;213;Younger than 15
2019-03-18;183;862;Between 15 and 64
2019-03-18;25;131;Older than 64
2019-03-19;0;0;
2019-03-19;27;188;Younger than 15
2019-03-19;131;767;Between 15 and 64
2019-03-19;19;127;Older than 64
2019-03-20;0;0;
2019-03-20;17;159;Younger than 15
2019-03-20;114;727;Between 15 and 64
2019-03-20;8;112;Older than 64
2019-03-21;0;0;
2019-03-21;14;140;Younger than 15
2019-03-21;88;688;Between 15 and 64
2019-03-21;15;104;Older than 64
2019-03-22;0;0;
2019-03-22;15;131;Younger than 15
2019-03-22;80;672;Between 15 and 64
2019-03-22;10;96;Older than 64
2019-03-23;0;0;
2019-03-23;4;128;Younger than 15
2019-03-23;41;672;Between 15 and 64
2019-03-23;7;94;Older than 64
2019-03-24;0;0;
2019-03-24;3;130;Younger than 15
2019-03-24;16;653;Between 15 and 64
2019-03-24;2;86;Older than 64
2019-03-25;0;0;
2019-03-25;8;88;Younger than 15
2019-03-25;112;582;Between 15 and 64
2019-03-25;11;72;Older than 64
2019-03-26;0;0;
2019-03-26;8;69;Younger than 15
2019-03-26;94;545;Between 15 and 64
2019-03-26;8;61;Older than 64
2019-03-27;0;0;
2019-03-27;11;63;Younger than 15
2019-03-27;66;497;Between 15 and 64
2019-03-27;8;61;Older than 64
2019-03-28;0;0;
2019-03-28;14;63;Younger than 15
2019-03-28;63;472;Between 15 and 64
2019-03-28;5;51;Older than 64
2019-03-29;0;0;
2019-03-29;4;52;Younger than 15
2019-03-29;44;436;Between 15 and 64
2019-03-29;16;57;Older than 64
2019-03-30;0;0;
2019-03-30;2;50;Younger than 15
2019-03-30;24;419;Between 15 and 64
2019-03-30;1;51;Older than 64
2019-03-31;0;0;
2019-03-31;4;51;Younger than 15
2019-03-31;24;427;Between 15 and 64
2019-03-31;8;57;Older than 64
2019-04-01;0;0;
2019-04-01;14;57;Younger than 15
2019-04-01;106;421;Between 15 and 64
2019-04-01;14;60;Older than 64
2019-04-02;0;0;
2019-04-02;10;59;Younger than 15
2019-04-02;69;396;Between 15 and 64
2019-04-02;9;61;Older than 64
2019-04-03;0;0;
2019-04-03;12;60;Younger than 15
2019-04-03;75;405;Between 15 and 64
2019-04-03;8;61;Older than 64
2019-04-04;0;0;
2019-04-04;2;48;Younger than 15
2019-04-04;60;402;Between 15 and 64
2019-04-04;9;65;Older than 64
2019-04-05;0;0;
2019-04-05;4;48;Younger than 15
2019-04-05;34;392;Between 15 and 64
2019-04-05;11;60;Older than 64
2019-04-06;0;0;
2019-04-06;3;49;Younger than 15
2019-04-06;20;388;Between 15 and 64
2019-04-06;1;60;Older than 64
2019-04-07;0;0;
2019-04-07;1;46;Younger than 15
2019-04-07;19;383;Between 15 and 64
2019-04-07;6;58;Older than 64
2019-04-08;0;0;
2019-04-08;10;42;Younger than 15
2019-04-08;87;364;Between 15 and 64
2019-04-08;8;52;Older than 64
2019-04-09;0;0;
2019-04-09;2;34;Younger than 15
2019-04-09;47;342;Between 15 and 64
2019-04-09;3;46;Older than 64
2019-04-10;0;0;
2019-04-10;3;25;Younger than 15
2019-04-10;50;317;Between 15 and 64
2019-04-10;6;44;Older than 64
2019-04-11;0;0;
2019-04-11;6;29;Younger than 15
2019-04-11;49;306;Between 15 and 64
2019-04-11;2;37;Older than 64
2019-04-12;0;0;
2019-04-12;1;26;Younger than 15
2019-04-12;19;291;Between 15 and 64
2019-04-12;4;30;Older than 64
2019-04-13;0;0;
2019-04-13;2;25;Younger than 15
2019-04-13;15;286;Between 15 and 64
2019-04-13;2;31;Older than 64
2019-04-14;0;0;
2019-04-14;1;25;Younger than 15
2019-04-14;11;278;Between 15 and 64
2019-04-14;3;28;Older than 64
2019-04-15;0;0;
2019-04-15;2;17;Younger than 15
2019-04-15;56;247;Between 15 and 64
2019-04-15;4;24;Older than 64
2019-04-16;0;0;
2019-04-16;1;16;Younger than 15
2019-04-16;36;236;Between 15 and 64
2019-04-16;6;27;Older than 64
2019-04-17;0;0;
2019-04-17;0;13;Younger than 15
2019-04-17;25;211;Between 15 and 64
2019-04-17;5;26;Older than 64
2019-04-18;0;0;
2019-04-18;1;8;Younger than 15
2019-04-18;18;180;Between 15 and 64
2019-04-18;4;28;Older than 64
2019-04-19;0;0;
2019-04-19;7;14;Younger than 15
2019-04-19;15;176;Between 15 and 64
2019-04-19;1;25;Older than 64
2019-04-20;0;0;
2019-04-20;2;14;Younger than 15
2019-04-20;15;176;Between 15 and 64
2019-04-20;2;25;Older than 64
2019-04-21;0;0;
2019-04-21;3;16;Younger than 15
2019-04-21;22;187;Between 15 and 64
2019-04-21;11;33;Older than 64
2019-04-22;0;0;
2019-04-22;1;15;Younger than 15
2019-04-22;16;147;Between 15 and 64
2019-04-22;2;31;Older than 64
2019-04-23;0;0;
2019-04-23;3;17;Younger than 15
2019-04-23;44;155;Between 15 and 64
2019-04-23;2;27;Older than 64
2019-04-24;0;0;
2019-04-24;1;18;Younger than 15
2019-04-24;37;167;Between 15 and 64
2019-04-24;9;31;Older than 64
2019-04-25;0;0;
2019-04-25;3;20;Younger than 15
2019-04-25;38;187;Between 15 and 64
2019-04-25;6;33;Older than 64
2019-04-26;0;0;
2019-04-26;0;13;Younger than 15
2019-04-26;25;197;Between 15 and 64
2019-04-26;3;35;Older than 64
2019-04-27;0;0;
2019-04-27;0;11;Younger than 15
2019-04-27;9;191;Between 15 and 64
2019-04-27;3;36;Older than 64
2019-04-28;0;0;
2019-04-28;0;8;Younger than 15
2019-04-28;4;173;Between 15 and 64
2019-04-28;2;27;Older than 64
2019-04-29;0;0;
2019-04-29;1;8;Younger than 15
2019-04-29;30;187;Between 15 and 64
2019-04-29;10;35;Older than 64
2019-04-30;0;0;
2019-04-30;6;11;Younger than 15
2019-04-30;28;171;Between 15 and 64
2019-04-30;4;37;Older than 64
2019-05-01;0;0;
2019-05-01;0;10;Younger than 15
2019-05-01;4;138;Between 15 and 64
2019-05-01;2;30;Older than 64
2019-05-02;0;0;
